timestamp_sec,left_pupil_mm,right_pupil_mm,left_blink,right_blink,left_gaze_x,left_gaze_y,left_gaze_z,right_gaze_x,right_gaze_y,right_gaze_z,combined_gaze_x,combined_gaze_y,combined_gaze_z,origin_x,origin_y,origin_z,light_condition,stimulus_event
0.0000,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.0000,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.0200,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.0246,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.0358,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.0470,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.0581,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.0700,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.0804,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.0915,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.1027,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.1139,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.1249,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.1362,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.1472,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.1583,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.1699,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.1805,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.1920,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.2031,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.2144,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.2253,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.2365,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.2477,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.2587,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.2700,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.2809,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.2921,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.3034,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.3143,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.3256,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.3367,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.3477,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.3588,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.3727,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.3813,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
0.3923,0.0000,0.0000,0.0047,0.0059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Dark,Phase: Baseline - waiting 5s
