timestamp_sec,left_pupil_mm,right_pupil_mm,left_gaze_x,left_gaze_y,left_gaze_z,right_gaze_x,right_gaze_y,right_gaze_z,combined_gaze_x,combined_gaze_y,combined_gaze_z,origin_x,origin_y,origin_z
0.0000,5.6088,5.5810,0.6828,-0.3235,0.6550,0.4975,-0.3061,0.8116,0.5953,-0.3286,0.7332,0.6798,-0.3735,-0.1698
0.0000,5.6038,5.5705,0.6869,-0.3180,0.6535,0.5032,-0.2985,0.8110,0.6001,-0.3220,0.7322,0.6809,-0.3725,-0.1703
0.0200,5.6450,5.5613,0.6887,-0.3129,0.6540,0.5063,-0.2932,0.8110,0.6026,-0.3167,0.7325,0.6811,-0.3724,-0.1703
0.0219,5.6450,5.5613,0.6930,-0.3170,0.6475,0.5120,-0.2968,0.8061,0.6075,-0.3207,0.7267,0.6816,-0.3726,-0.1701
0.0319,5.6351,5.5582,0.6936,-0.3159,0.6475,0.5129,-0.2955,0.8060,0.6082,-0.3194,0.7267,0.6817,-0.3726,-0.1700
0.0436,5.6298,5.5553,0.6941,-0.3151,0.6473,0.5137,-0.2945,0.8058,0.6089,-0.3185,0.7265,0.6817,-0.3725,-0.1698
0.0543,5.6253,5.5420,0.6947,-0.3143,0.6470,0.5146,-0.2936,0.8056,0.6096,-0.3177,0.7263,0.6817,-0.3725,-0.1696
0.0655,5.6190,5.5376,0.6955,-0.3128,0.6469,0.5156,-0.2920,0.8056,0.6105,-0.3161,0.7262,0.6817,-0.3724,-0.1693
0.0774,5.6198,5.5442,0.6960,-0.3121,0.6467,0.5161,-0.2913,0.8055,0.6110,-0.3154,0.7261,0.6817,-0.3724,-0.1691
0.0881,5.6206,5.5426,0.6963,-0.3121,0.6464,0.5165,-0.2914,0.8052,0.6114,-0.3154,0.7257,0.6816,-0.3724,-0.1688
0.0992,5.5981,5.5374,0.6964,-0.3120,0.6463,0.5167,-0.2915,0.8050,0.6115,-0.3154,0.7256,0.6815,-0.3725,-0.1686
0.1102,5.5856,5.5326,0.6976,-0.3118,0.6451,0.5173,-0.2913,0.8047,0.6125,-0.3153,0.7249,0.6814,-0.3726,-0.1684
0.1219,5.5757,5.5179,0.6983,-0.3120,0.6442,0.5177,-0.2917,0.8043,0.6131,-0.3156,0.7242,0.6813,-0.3728,-0.1681
0.1322,5.5712,5.5026,0.6997,-0.3119,0.6428,0.5175,-0.2916,0.8045,0.6138,-0.3157,0.7236,0.6811,-0.3730,-0.1679
0.1433,5.5752,5.5001,0.7008,-0.3119,0.6416,0.5178,-0.2917,0.8042,0.6146,-0.3158,0.7229,0.6809,-0.3732,-0.1677
0.1552,5.5788,5.5013,0.7012,-0.3120,0.6410,0.5182,-0.2918,0.8040,0.6150,-0.3159,0.7225,0.6807,-0.3734,-0.1675
0.1659,5.5789,5.4998,0.7020,-0.3117,0.6403,0.5187,-0.2916,0.8037,0.6157,-0.3157,0.7220,0.6805,-0.3736,-0.1672
0.1769,5.5766,5.4964,0.7024,-0.3115,0.6399,0.5189,-0.2915,0.8036,0.6160,-0.3156,0.7217,0.6803,-0.3739,-0.1670
0.1881,5.5744,5.4894,0.7027,-0.3113,0.6398,0.5194,-0.2914,0.8033,0.6164,-0.3154,0.7215,0.6801,-0.3741,-0.1668
0.1995,5.5685,5.4791,0.7030,-0.3105,0.6399,0.5204,-0.2907,0.8029,0.6170,-0.3146,0.7213,0.6798,-0.3743,-0.1666
0.2102,5.5656,5.4857,0.7031,-0.3100,0.6400,0.5208,-0.2904,0.8027,0.6173,-0.3142,0.7213,0.6796,-0.3745,-0.1664
0.2217,5.5657,5.4925,0.7029,-0.3100,0.6402,0.5209,-0.2906,0.8026,0.6172,-0.3142,0.7213,0.6794,-0.3747,-0.1662
0.2329,5.5667,5.4880,0.7036,-0.3082,0.6403,0.5224,-0.2891,0.8022,0.6183,-0.3126,0.7211,0.6791,-0.3749,-0.1659
0.2437,5.5674,5.4857,0.7037,-0.3073,0.6406,0.5231,-0.2884,0.8020,0.6187,-0.3117,0.7212,0.6788,-0.3750,-0.1657
0.2548,5.5681,5.4814,0.7038,-0.3062,0.6410,0.5235,-0.2875,0.8020,0.6190,-0.3107,0.7213,0.6786,-0.3751,-0.1654
0.2670,5.5657,5.4707,0.7045,-0.3035,0.6415,0.5252,-0.2852,0.8018,0.6202,-0.3080,0.7215,0.6783,-0.3752,-0.1652
0.2774,5.5591,5.4666,0.7040,-0.3028,0.6424,0.5250,-0.2847,0.8021,0.6198,-0.3074,0.7220,0.6780,-0.3753,-0.1651
0.2885,5.5537,5.4523,0.7039,-0.3017,0.6431,0.5251,-0.2839,0.8023,0.6198,-0.3064,0.7225,0.6778,-0.3754,-0.1649
0.3003,5.5448,5.4231,0.7037,-0.3003,0.6439,0.5256,-0.2828,0.8023,0.6200,-0.3051,0.7229,0.6775,-0.3755,-0.1646
0.3105,5.5400,5.4095,0.7036,-0.2992,0.6446,0.5258,-0.2820,0.8025,0.6200,-0.3041,0.7233,0.6772,-0.3755,-0.1645
0.3225,5.5366,5.3998,0.7037,-0.2979,0.6451,0.5263,-0.2809,0.8026,0.6202,-0.3029,0.7236,0.6770,-0.3755,-0.1643
0.3333,5.5263,5.3769,0.7041,-0.2955,0.6457,0.5275,-0.2788,0.8025,0.6210,-0.3006,0.7239,0.6767,-0.3755,-0.1642
0.3439,5.5197,5.3709,0.7036,-0.2949,0.6465,0.5272,-0.2784,0.8028,0.6207,-0.3000,0.7244,0.6765,-0.3755,-0.1641
0.3550,5.5144,5.3676,0.7033,-0.2937,0.6474,0.5271,-0.2775,0.8032,0.6205,-0.2989,0.7250,0.6762,-0.3755,-0.1639
0.3663,5.5082,5.3415,0.7034,-0.2916,0.6482,0.5280,-0.2757,0.8033,0.6210,-0.2969,0.7255,0.6760,-0.3755,-0.1638
0.3779,5.4967,5.3333,0.7030,-0.2906,0.6490,0.5278,-0.2749,0.8036,0.6207,-0.2960,0.7260,0.6758,-0.3754,-0.1637
0.3886,5.4881,5.3216,0.7028,-0.2896,0.6497,0.5278,-0.2741,0.8039,0.6206,-0.2950,0.7265,0.6756,-0.3754,-0.1635
0.4011,5.4642,5.3071,0.7029,-0.2879,0.6504,0.5285,-0.2726,0.8040,0.6210,-0.2934,0.7269,0.6754,-0.3753,-0.1634
0.4107,5.4564,5.2989,0.7028,-0.2866,0.6511,0.5286,-0.2714,0.8043,0.6210,-0.2921,0.7274,0.6752,-0.3753,-0.1634
0.4226,5.4515,5.2925,0.7024,-0.2858,0.6519,0.5284,-0.2708,0.8047,0.6206,-0.2914,0.7279,0.6750,-0.3752,-0.1632
0.4333,5.4494,5.2794,0.7020,-0.2851,0.6526,0.5281,-0.2703,0.8050,0.6203,-0.2907,0.7285,0.6748,-0.3751,-0.1631
0.4441,5.4390,5.2620,0.7024,-0.2825,0.6533,0.5290,-0.2680,0.8052,0.6209,-0.2882,0.7289,0.6747,-0.3751,-0.1631
0.4551,5.4356,5.2538,0.7022,-0.2816,0.6540,0.5289,-0.2672,0.8055,0.6208,-0.2873,0.7294,0.6745,-0.3750,-0.1630
0.4665,5.4252,5.2484,0.7020,-0.2806,0.6545,0.5290,-0.2664,0.8057,0.6208,-0.2864,0.7298,0.6744,-0.3750,-0.1629
0.4777,5.4116,5.2361,0.7023,-0.2792,0.6549,0.5296,-0.2651,0.8057,0.6212,-0.2850,0.7300,0.6743,-0.3749,-0.1629
0.4891,5.4083,5.2306,0.7023,-0.2776,0.6556,0.5296,-0.2637,0.8062,0.6212,-0.2835,0.7305,0.6742,-0.3749,-0.1628
0.5004,5.4070,5.2265,0.7020,-0.2768,0.6562,0.5295,-0.2631,0.8065,0.6211,-0.2827,0.7310,0.6741,-0.3748,-0.1627
0.5107,5.4020,5.2229,0.7021,-0.2758,0.6565,0.5298,-0.2622,0.8066,0.6213,-0.2818,0.7312,0.6741,-0.3748,-0.1626
0.5220,5.3979,5.2240,0.7021,-0.2744,0.6571,0.5298,-0.2608,0.8070,0.6212,-0.2804,0.7317,0.6740,-0.3748,-0.1625
0.5336,5.3958,5.2255,0.7017,-0.2739,0.6577,0.5295,-0.2604,0.8073,0.6209,-0.2799,0.7322,0.6740,-0.3748,-0.1624
0.5463,5.3933,5.2199,0.7019,-0.2729,0.6579,0.5301,-0.2593,0.8073,0.6213,-0.2789,0.7323,0.6740,-0.3748,-0.1623
0.5562,5.3914,5.2177,0.7016,-0.2727,0.6583,0.5299,-0.2591,0.8075,0.6211,-0.2787,0.7325,0.6740,-0.3748,-0.1622
0.5667,5.3906,5.2157,0.7016,-0.2719,0.6587,0.5302,-0.2583,0.8076,0.6212,-0.2779,0.7328,0.6740,-0.3748,-0.1621
0.5778,5.3897,5.2181,0.7018,-0.2714,0.6587,0.5306,-0.2579,0.8075,0.6215,-0.2773,0.7327,0.6741,-0.3748,-0.1620
0.5893,5.3846,5.2193,0.7021,-0.2708,0.6585,0.5314,-0.2573,0.8071,0.6221,-0.2767,0.7324,0.6741,-0.3748,-0.1619
0.6002,5.3911,5.2180,0.7021,-0.2707,0.6586,0.5317,-0.2572,0.8069,0.6222,-0.2766,0.7324,0.6742,-0.3748,-0.1618
0.6110,5.3970,5.2261,0.7018,-0.2710,0.6588,0.5316,-0.2575,0.8069,0.6220,-0.2768,0.7325,0.6743,-0.3748,-0.1617
0.6229,5.4231,5.2375,0.7020,-0.2711,0.6586,0.5328,-0.2576,0.8061,0.6226,-0.2769,0.7319,0.6743,-0.3748,-0.1616
0.6337,5.4322,5.2475,0.7021,-0.2717,0.6582,0.5333,-0.2583,0.8055,0.6229,-0.2775,0.7314,0.6745,-0.3749,-0.1615
0.6450,5.4355,5.2556,0.7017,-0.2728,0.6582,0.5339,-0.2596,0.8047,0.6229,-0.2786,0.7310,0.6746,-0.3749,-0.1614
0.6559,5.4440,5.2778,0.7017,-0.2745,0.6575,0.5353,-0.2615,0.8032,0.6236,-0.2804,0.7298,0.6747,-0.3750,-0.1613
0.6668,5.4492,5.2855,0.7018,-0.2752,0.6571,0.5362,-0.2622,0.8024,0.6240,-0.2810,0.7292,0.6748,-0.3751,-0.1612
0.6778,5.4526,5.2909,0.7019,-0.2763,0.6565,0.5368,-0.2634,0.8015,0.6244,-0.2821,0.7284,0.6750,-0.3752,-0.1611
0.6893,5.4656,5.3012,0.7027,-0.2771,0.6553,0.5384,-0.2644,0.8001,0.6255,-0.2830,0.7271,0.6751,-0.3753,-0.1610
0.7004,5.4733,5.3036,0.7030,-0.2779,0.6546,0.5392,-0.2652,0.7994,0.6261,-0.2838,0.7263,0.6752,-0.3754,-0.1610
0.7117,5.4785,5.3053,0.7036,-0.2789,0.6536,0.5400,-0.2662,0.7985,0.6267,-0.2847,0.7254,0.6754,-0.3755,-0.1609
0.7229,5.4674,5.3094,0.7041,-0.2797,0.6527,0.5408,-0.2671,0.7976,0.6274,-0.2856,0.7244,0.6755,-0.3757,-0.1608
0.7341,5.4675,5.3114,0.7044,-0.2806,0.6520,0.5413,-0.2679,0.7970,0.6278,-0.2864,0.7238,0.6756,-0.3758,-0.1607
0.7455,5.4673,5.3129,0.7053,-0.2816,0.6505,0.5425,-0.2691,0.7958,0.6288,-0.2875,0.7224,0.6758,-0.3759,-0.1607
0.7565,5.4759,5.3126,0.7054,-0.2821,0.6502,0.5426,-0.2695,0.7956,0.6289,-0.2880,0.7221,0.6759,-0.3760,-0.1606
0.7676,5.4839,5.3196,0.7056,-0.2825,0.6499,0.5429,-0.2699,0.7953,0.6292,-0.2884,0.7218,0.6760,-0.3761,-0.1605
0.7781,5.4886,5.3253,0.7056,-0.2829,0.6497,0.5429,-0.2702,0.7952,0.6292,-0.2887,0.7217,0.6762,-0.3761,-0.1605
0.7900,5.4913,5.3245,0.7058,-0.2834,0.6493,0.5433,-0.2706,0.7947,0.6295,-0.2892,0.7212,0.6762,-0.3762,-0.1604
0.8008,5.4931,5.3224,0.7065,-0.2840,0.6483,0.5441,-0.2713,0.7939,0.6302,-0.2898,0.7203,0.6763,-0.3762,-0.1603
0.8116,5.4923,5.3235,0.7065,-0.2844,0.6480,0.5442,-0.2717,0.7937,0.6303,-0.2902,0.7201,0.6764,-0.3763,-0.1602
0.8233,5.4908,5.3239,0.7065,-0.2850,0.6478,0.5442,-0.2723,0.7936,0.6302,-0.2908,0.7199,0.6765,-0.3763,-0.1602
0.8345,5.4891,5.3279,0.7070,-0.2860,0.6468,0.5448,-0.2734,0.7927,0.6308,-0.2919,0.7189,0.6765,-0.3764,-0.1601
0.8454,5.4892,5.3303,0.7068,-0.2865,0.6468,0.5445,-0.2740,0.7928,0.6306,-0.2924,0.7190,0.6766,-0.3765,-0.1600
0.8564,5.4895,5.3346,0.7067,-0.2873,0.6465,0.5444,-0.2748,0.7925,0.6305,-0.2933,0.7187,0.6766,-0.3765,-0.1600
0.8673,5.4969,5.3401,0.7071,-0.2883,0.6457,0.5447,-0.2759,0.7920,0.6308,-0.2943,0.7180,0.6766,-0.3766,-0.1599
0.8785,5.4996,5.3425,0.7070,-0.2890,0.6455,0.5446,-0.2764,0.7918,0.6307,-0.2949,0.7178,0.6767,-0.3766,-0.1599
0.8897,5.5003,5.3439,0.7071,-0.2894,0.6452,0.5446,-0.2768,0.7917,0.6307,-0.2953,0.7176,0.6766,-0.3767,-0.1598
0.9011,5.5052,5.3429,0.7070,-0.2898,0.6451,0.5442,-0.2772,0.7918,0.6305,-0.2957,0.7176,0.6766,-0.3766,-0.1597
0.9119,5.5088,5.3433,0.7070,-0.2897,0.6452,0.5441,-0.2770,0.7920,0.6305,-0.2956,0.7177,0.6766,-0.3766,-0.1597
0.9236,5.5113,5.3437,0.7070,-0.2896,0.6452,0.5440,-0.2768,0.7921,0.6304,-0.2954,0.7178,0.6766,-0.3766,-0.1596
0.9349,5.5215,5.3389,0.7069,-0.2895,0.6454,0.5435,-0.2766,0.7925,0.6302,-0.2953,0.7181,0.6766,-0.3766,-0.1595
0.9459,5.5277,5.3372,0.7070,-0.2894,0.6453,0.5435,-0.2765,0.7926,0.6302,-0.2953,0.7181,0.6765,-0.3766,-0.1594
0.9575,5.5335,5.3304,0.7069,-0.2890,0.6456,0.5430,-0.2762,0.7930,0.6299,-0.2949,0.7185,0.6765,-0.3766,-0.1594
0.9677,5.5342,5.3234,0.7069,-0.2891,0.6456,0.5428,-0.2764,0.7931,0.6299,-0.2951,0.7185,0.6764,-0.3766,-0.1593
0.9788,5.5314,5.3182,0.7067,-0.2893,0.6457,0.5425,-0.2766,0.7932,0.6296,-0.2953,0.7186,0.6763,-0.3767,-0.1593
0.9905,5.5281,5.3100,0.7066,-0.2895,0.6457,0.5422,-0.2769,0.7933,0.6294,-0.2955,0.7187,0.6762,-0.3767,-0.1592
1.0016,5.5326,5.3083,0.7064,-0.2899,0.6457,0.5418,-0.2774,0.7934,0.6291,-0.2960,0.7187,0.6761,-0.3768,-0.1592
1.0120,5.5348,5.3138,0.7063,-0.2904,0.6457,0.5415,-0.2779,0.7934,0.6289,-0.2965,0.7187,0.6761,-0.3768,-0.1592
1.0236,5.5313,5.3185,0.7062,-0.2905,0.6457,0.5414,-0.2782,0.7934,0.6288,-0.2967,0.7187,0.6760,-0.3768,-0.1591
1.0344,5.5253,5.3026,0.7061,-0.2905,0.6457,0.5411,-0.2782,0.7936,0.6287,-0.2968,0.7188,0.6759,-0.3768,-0.1591
1.0456,5.5224,5.2866,0.7061,-0.2906,0.6458,0.5410,-0.2782,0.7936,0.6286,-0.2968,0.7189,0.6758,-0.3768,-0.1591
1.0568,5.5108,5.2726,0.7061,-0.2904,0.6459,0.5409,-0.2781,0.7938,0.6285,-0.2967,0.7190,0.6757,-0.3768,-0.1590
1.0690,5.4953,5.2570,0.7060,-0.2902,0.6460,0.5406,-0.2779,0.7940,0.6284,-0.2965,0.7192,0.6756,-0.3768,-0.1589
1.0790,5.4929,5.2551,0.7061,-0.2898,0.6461,0.5406,-0.2775,0.7942,0.6284,-0.2960,0.7193,0.6756,-0.3768,-0.1589
1.0899,5.4918,5.2553,0.7063,-0.2893,0.6461,0.5407,-0.2771,0.7943,0.6286,-0.2956,0.7194,0.6755,-0.3767,-0.1589
1.1017,5.4861,5.2577,0.7064,-0.2890,0.6461,0.5407,-0.2768,0.7944,0.6286,-0.2953,0.7194,0.6755,-0.3767,-0.1588
1.1126,5.4844,5.2557,0.7066,-0.2886,0.6460,0.5408,-0.2763,0.7945,0.6288,-0.2949,0.7194,0.6754,-0.3767,-0.1588
1.1243,5.4841,5.2538,0.7068,-0.2886,0.6459,0.5409,-0.2763,0.7944,0.6290,-0.2949,0.7193,0.6754,-0.3767,-0.1588
1.1347,5.4801,5.2461,0.7073,-0.2887,0.6453,0.5414,-0.2763,0.7941,0.6295,-0.2950,0.7188,0.6753,-0.3767,-0.1588
1.1459,5.4774,5.2458,0.7076,-0.2888,0.6450,0.5416,-0.2765,0.7939,0.6297,-0.2951,0.7186,0.6753,-0.3767,-0.1588
1.1576,5.4751,5.2459,0.7077,-0.2889,0.6447,0.5417,-0.2766,0.7938,0.6299,-0.2952,0.7184,0.6752,-0.3767,-0.1588
1.1680,5.4635,5.2453,0.7084,-0.2888,0.6440,0.5423,-0.2766,0.7934,0.6305,-0.2952,0.7179,0.6752,-0.3766,-0.1588
1.1798,5.4582,5.2444,0.7086,-0.2886,0.6439,0.5424,-0.2764,0.7934,0.6307,-0.2950,0.7178,0.6751,-0.3766,-0.1588
1.1907,5.4547,5.2434,0.7089,-0.2884,0.6437,0.5426,-0.2762,0.7933,0.6309,-0.2948,0.7176,0.6751,-0.3766,-0.1588
1.2022,5.4424,5.2307,0.7093,-0.2882,0.6433,0.5430,-0.2761,0.7930,0.6314,-0.2947,0.7173,0.6750,-0.3766,-0.1588
1.2133,5.4444,5.2263,0.7096,-0.2881,0.6431,0.5432,-0.2760,0.7929,0.6316,-0.2946,0.7171,0.6750,-0.3765,-0.1588
1.2247,5.4515,5.2290,0.7103,-0.2876,0.6425,0.5439,-0.2756,0.7926,0.6323,-0.2942,0.7167,0.6750,-0.3765,-0.1588
1.2352,5.4559,5.2309,0.7104,-0.2872,0.6425,0.5440,-0.2752,0.7927,0.6325,-0.2938,0.7167,0.6750,-0.3765,-0.1588
1.2463,5.4596,5.2351,0.7105,-0.2870,0.6425,0.5440,-0.2751,0.7927,0.6325,-0.2936,0.7168,0.6749,-0.3765,-0.1588
1.2573,5.4574,5.2382,0.7107,-0.2869,0.6423,0.5442,-0.2751,0.7926,0.6327,-0.2936,0.7166,0.6749,-0.3765,-0.1588
1.2682,5.4660,5.2504,0.7113,-0.2869,0.6417,0.5447,-0.2751,0.7922,0.6333,-0.2936,0.7161,0.6749,-0.3765,-0.1588
1.2802,5.4687,5.2561,0.7114,-0.2870,0.6416,0.5447,-0.2751,0.7922,0.6333,-0.2936,0.7160,0.6748,-0.3765,-0.1588
1.2905,5.4682,5.2675,0.7115,-0.2869,0.6414,0.5449,-0.2751,0.7921,0.6335,-0.2936,0.7159,0.6748,-0.3765,-0.1589
1.3022,5.4799,5.2828,0.7122,-0.2867,0.6408,0.5454,-0.2749,0.7918,0.6341,-0.2934,0.7154,0.6748,-0.3764,-0.1588
1.3131,5.4901,5.2870,0.7124,-0.2864,0.6406,0.5455,-0.2747,0.7918,0.6343,-0.2932,0.7153,0.6748,-0.3764,-0.1588
1.3238,5.4986,5.2944,0.7128,-0.2860,0.6404,0.5459,-0.2742,0.7917,0.6347,-0.2927,0.7152,0.6748,-0.3764,-0.1588
1.3349,5.5073,5.3022,0.7135,-0.2857,0.6397,0.5464,-0.2741,0.7914,0.6353,-0.2926,0.7147,0.6748,-0.3764,-0.1587
1.3461,5.5087,5.3039,0.7136,-0.2856,0.6396,0.5463,-0.2741,0.7915,0.6354,-0.2925,0.7147,0.6748,-0.3764,-0.1587
1.3576,5.5099,5.3119,0.7137,-0.2857,0.6395,0.5463,-0.2741,0.7915,0.6354,-0.2926,0.7146,0.6748,-0.3764,-0.1587
1.3684,5.5178,5.3257,0.7139,-0.2860,0.6391,0.5462,-0.2744,0.7914,0.6355,-0.2929,0.7144,0.6748,-0.3764,-0.1586
1.3801,5.5163,5.3319,0.7141,-0.2863,0.6388,0.5463,-0.2747,0.7912,0.6357,-0.2932,0.7141,0.6749,-0.3764,-0.1586
1.3906,5.5147,5.3382,0.7142,-0.2866,0.6385,0.5462,-0.2751,0.7912,0.6357,-0.2936,0.7139,0.6749,-0.3764,-0.1585
1.4021,5.5311,5.3405,0.7144,-0.2868,0.6383,0.5461,-0.2753,0.7912,0.6357,-0.2938,0.7138,0.6749,-0.3764,-0.1585
1.4134,5.5367,5.3383,0.7147,-0.2871,0.6378,0.5462,-0.2756,0.7910,0.6359,-0.2941,0.7135,0.6750,-0.3764,-0.1584
1.4242,5.5394,5.3399,0.7142,-0.2875,0.6381,0.5455,-0.2760,0.7914,0.6354,-0.2945,0.7138,0.6749,-0.3764,-0.1584
1.4352,5.5540,5.3483,0.7139,-0.2877,0.6384,0.5447,-0.2762,0.7919,0.6348,-0.2948,0.7143,0.6750,-0.3764,-0.1583
1.4475,5.5461,5.3544,0.7135,-0.2881,0.6387,0.5440,-0.2765,0.7922,0.6342,-0.2951,0.7146,0.6750,-0.3764,-0.1582
1.4578,5.5394,5.3504,0.7131,-0.2884,0.6390,0.5435,-0.2768,0.7925,0.6338,-0.2954,0.7148,0.6749,-0.3764,-0.1582
1.4690,5.5429,5.3420,0.7131,-0.2885,0.6389,0.5432,-0.2768,0.7927,0.6337,-0.2956,0.7149,0.6749,-0.3764,-0.1581
1.4800,5.5481,5.3424,0.7124,-0.2890,0.6395,0.5422,-0.2772,0.7932,0.6328,-0.2960,0.7155,0.6750,-0.3764,-0.1580
1.4912,5.5555,5.3430,0.7120,-0.2898,0.6396,0.5416,-0.2781,0.7933,0.6323,-0.2969,0.7156,0.6749,-0.3764,-0.1579
1.5023,5.5563,5.3447,0.7117,-0.2898,0.6399,0.5412,-0.2780,0.7936,0.6320,-0.2968,0.7159,0.6749,-0.3765,-0.1578
1.5135,5.5556,5.3518,0.7113,-0.2904,0.6401,0.5407,-0.2785,0.7938,0.6315,-0.2974,0.7161,0.6749,-0.3765,-0.1577
1.5248,5.5618,5.3637,0.7108,-0.2912,0.6402,0.5400,-0.2792,0.7940,0.6309,-0.2982,0.7162,0.6748,-0.3765,-0.1577
1.5354,5.5529,5.3688,0.7093,-0.2919,0.6416,0.5385,-0.2797,0.7949,0.6294,-0.2987,0.7174,0.6748,-0.3765,-0.1576
1.5466,5.5456,5.3451,0.7068,-0.2859,0.6471,0.5346,-0.2730,0.7998,0.6262,-0.2925,0.7228,0.6747,-0.3764,-0.1575
1.5579,5.4678,5.2999,0.6910,-0.2640,0.6729,0.5099,-0.2482,0.8237,0.6060,-0.2693,0.7485,0.6746,-0.3764,-0.1574
1.5691,5.4335,5.2806,0.6823,-0.2534,0.6857,0.4976,-0.2363,0.8346,0.5955,-0.2582,0.7607,0.6745,-0.3763,-0.1573
1.5802,5.4083,5.2675,0.6718,-0.2388,0.7012,0.4816,-0.2201,0.8483,0.5822,-0.2429,0.7759,0.6743,-0.3763,-0.1571
1.5913,5.3817,5.2627,0.6624,-0.2296,0.7132,0.4695,-0.2099,0.8576,0.5713,-0.2332,0.7869,0.6742,-0.3762,-0.1570
1.6023,5.3812,5.2657,0.6588,-0.2264,0.7174,0.4658,-0.2066,0.8604,0.5676,-0.2299,0.7905,0.6740,-0.3761,-0.1567
1.6136,5.3815,5.2758,0.6541,-0.2217,0.7232,0.4602,-0.2017,0.8646,0.5624,-0.2251,0.7956,0.6739,-0.3760,-0.1565
1.6254,5.3807,5.2904,0.6538,-0.2247,0.7226,0.4615,-0.2051,0.8631,0.5628,-0.2282,0.7945,0.6736,-0.3758,-0.1563
1.6358,5.3762,5.2949,0.6528,-0.2253,0.7232,0.4614,-0.2059,0.8630,0.5623,-0.2288,0.7947,0.6734,-0.3758,-0.1561
1.6471,5.3723,5.3015,0.6525,-0.2261,0.7233,0.4620,-0.2070,0.8624,0.5624,-0.2297,0.7943,0.6732,-0.3757,-0.1559
1.6582,5.3843,5.3085,0.6530,-0.2282,0.7222,0.4645,-0.2096,0.8604,0.5638,-0.2320,0.7927,0.6729,-0.3757,-0.1557
1.6698,5.3900,5.3100,0.6534,-0.2294,0.7214,0.4661,-0.2111,0.8592,0.5648,-0.2332,0.7916,0.6726,-0.3757,-0.1555
1.6806,5.3947,5.3143,0.6529,-0.2290,0.7220,0.4664,-0.2111,0.8590,0.5647,-0.2329,0.7918,0.6724,-0.3757,-0.1552
1.6917,5.4016,5.3217,0.6543,-0.2293,0.7207,0.4700,-0.2121,0.8568,0.5671,-0.2334,0.7899,0.6722,-0.3756,-0.1550
1.7025,5.4009,5.3251,0.6537,-0.2279,0.7216,0.4702,-0.2111,0.8569,0.5669,-0.2321,0.7904,0.6719,-0.3756,-0.1547
1.7137,5.4002,5.3306,0.6529,-0.2264,0.7228,0.4700,-0.2101,0.8573,0.5664,-0.2308,0.7911,0.6717,-0.3755,-0.1544
1.7253,5.4116,5.3429,0.6531,-0.2254,0.7229,0.4718,-0.2095,0.8564,0.5674,-0.2299,0.7907,0.6715,-0.3754,-0.1542
1.7361,5.4106,5.3493,0.6522,-0.2248,0.7239,0.4715,-0.2090,0.8568,0.5668,-0.2293,0.7913,0.6712,-0.3754,-0.1539
1.7473,5.4096,5.3514,0.6514,-0.2243,0.7248,0.4712,-0.2088,0.8569,0.5662,-0.2289,0.7918,0.6710,-0.3754,-0.1538
1.7586,5.4203,5.3542,0.6505,-0.2247,0.7255,0.4717,-0.2096,0.8565,0.5659,-0.2294,0.7919,0.6706,-0.3754,-0.1537
1.7696,5.4322,5.3550,0.6493,-0.2249,0.7265,0.4710,-0.2099,0.8568,0.5650,-0.2296,0.7925,0.6704,-0.3755,-0.1535
1.7811,5.4423,5.3683,0.6480,-0.2253,0.7276,0.4703,-0.2105,0.8571,0.5639,-0.2300,0.7931,0.6701,-0.3755,-0.1534
1.7920,5.4583,5.3839,0.6465,-0.2253,0.7289,0.4698,-0.2108,0.8572,0.5629,-0.2301,0.7938,0.6698,-0.3755,-0.1533
1.8029,5.4660,5.3867,0.6449,-0.2255,0.7303,0.4686,-0.2111,0.8579,0.5614,-0.2303,0.7948,0.6695,-0.3756,-0.1532
1.8141,5.4714,5.3994,0.6433,-0.2256,0.7316,0.4674,-0.2114,0.8584,0.5601,-0.2304,0.7958,0.6693,-0.3757,-0.1532
1.8256,5.4645,5.4183,0.6417,-0.2258,0.7329,0.4666,-0.2117,0.8588,0.5589,-0.2306,0.7966,0.6691,-0.3757,-0.1531
1.8365,5.4820,5.4260,0.6401,-0.2259,0.7343,0.4651,-0.2120,0.8595,0.5573,-0.2307,0.7976,0.6689,-0.3758,-0.1531
1.8475,5.4965,5.4489,0.6396,-0.2263,0.7347,0.4657,-0.2126,0.8591,0.5573,-0.2312,0.7975,0.6687,-0.3759,-0.1530
1.8588,5.5140,5.4849,0.6442,-0.2310,0.7291,0.4711,-0.2178,0.8548,0.5624,-0.2362,0.7924,0.6685,-0.3759,-0.1530
1.8698,5.5195,5.4988,0.6517,-0.2404,0.7194,0.4794,-0.2280,0.8474,0.5704,-0.2460,0.7837,0.6684,-0.3759,-0.1530
1.8813,5.5219,5.5067,0.6552,-0.2464,0.7142,0.4840,-0.2345,0.8431,0.5744,-0.2522,0.7787,0.6683,-0.3760,-0.1530
1.8924,5.5486,5.5082,0.6602,-0.2532,0.7072,0.4905,-0.2421,0.8372,0.5802,-0.2594,0.7720,0.6682,-0.3760,-0.1530
1.9032,5.5559,5.5053,0.6603,-0.2557,0.7061,0.4909,-0.2448,0.8361,0.5805,-0.2620,0.7709,0.6681,-0.3760,-0.1530
