timestamp_sec,left_pupil_mm,right_pupil_mm,left_blink,right_blink,left_gaze_x,left_gaze_y,left_gaze_z,right_gaze_x,right_gaze_y,right_gaze_z,combined_gaze_x,combined_gaze_y,combined_gaze_z,origin_x,origin_y,origin_z,light_condition,event_name,stimulus_event
6.5419,4.6240,6.4391,0.0000,0.0000,0.1022,-0.9779,-0.1823,0.2775,-0.9606,-0.0148,0.1706,-0.9814,-0.0885,0.5394,-0.3919,-0.4714,Dark,,""
6.7437,4.6141,6.5550,0.0000,0.0000,0.1018,-0.9679,-0.2298,0.2781,-0.9587,-0.0597,0.1701,-0.9761,-0.1353,0.5469,-0.3951,-0.4609,Dark,,""
6.9495,4.8396,6.7317,0.0000,0.0000,0.0894,-0.9547,-0.2839,0.2717,-0.9571,-0.1012,0.1592,-0.9700,-0.1839,0.5384,-0.3776,-0.4362,Dark,,""
7.1518,5.0152,6.9145,0.0000,0.0000,0.2194,-0.9303,-0.2938,0.3889,-0.9181,-0.0768,0.2832,-0.9422,-0.1792,0.5045,-0.2904,-0.3991,Dark,,""
7.3555,5.1317,6.9810,0.0000,0.0000,0.4163,-0.8859,-0.2048,0.5322,-0.8457,0.0401,0.4569,-0.8860,-0.0793,0.4333,-0.1596,-0.3415,Dark,,""
7.5620,4.8461,6.7496,0.0000,0.0000,0.5247,-0.8475,-0.0803,0.5778,-0.7719,0.2653,0.5328,-0.8410,0.0936,0.3395,-0.0829,-0.2721,Dark,,""
7.7645,4.8717,6.5940,0.0000,0.0000,0.4610,-0.8874,0.0018,0.4564,-0.8053,0.3783,0.4371,-0.8793,0.1890,0.2674,-0.0747,-0.2258,Dark,,""
7.9672,4.6063,6.2799,0.0000,0.0000,0.5463,-0.8320,-0.0964,0.5370,-0.7266,0.4286,0.5202,-0.8372,0.1689,0.2336,-0.0760,-0.2199,Dark,,""
8.1710,4.3207,5.9311,0.0000,0.0000,0.5988,-0.7865,-0.1513,0.6260,-0.6780,0.3852,0.5951,-0.7943,0.1224,0.2328,-0.0826,-0.2378,Dark,,""
8.3752,4.2919,5.8273,0.0000,0.0000,0.5629,-0.8032,-0.1949,0.6316,-0.6956,0.3423,0.5783,-0.8119,0.0805,0.2546,-0.1009,-0.2679,Dark,,""
8.5774,4.2299,5.7867,0.0000,0.0000,0.5451,-0.8102,-0.2153,0.6359,-0.7088,0.3055,0.5707,-0.8196,0.0513,0.2733,-0.1098,-0.2937,Dark,,""
8.7801,4.2791,5.8545,0.0000,0.0000,0.5329,-0.8165,-0.2223,0.6383,-0.7124,0.2917,0.5652,-0.8239,0.0410,0.2861,-0.1171,-0.3080,Dark,,""
8.9855,4.1686,5.6752,0.0000,0.0000,0.5184,-0.8239,-0.2290,0.6315,-0.7212,0.2849,0.5538,-0.8319,0.0346,0.2919,-0.1227,-0.3126,Dark,,""
9.1883,4.2553,5.7169,0.0000,0.0000,0.5211,-0.8285,-0.2052,0.6221,-0.7212,0.3047,0.5503,-0.8330,0.0574,0.2961,-0.1249,-0.3094,Dark,,""
9.3901,4.3232,5.8272,0.0000,0.0000,0.5236,-0.8297,-0.1934,0.6184,-0.7205,0.3138,0.5496,-0.8326,0.0682,0.2988,-0.1259,-0.3074,Dark,,""
9.5947,4.3136,5.9240,0.0000,0.0000,0.5243,-0.8300,-0.1904,0.6143,-0.7226,0.3170,0.5478,-0.8336,0.0710,0.3001,-0.1258,-0.3055,Dark,,""
9.7976,4.3312,5.9510,0.0000,0.0000,0.5467,-0.8157,-0.1889,0.6263,-0.7109,0.3198,0.5663,-0.8210,0.0728,0.3014,-0.1208,-0.3036,Dark,,""
10.0012,3.7812,4.8328,0.0000,0.0000,0.8890,-0.4369,-0.1374,0.9090,-0.3962,0.1296,0.8962,-0.4437,-0.0053,0.3136,-0.0814,-0.2937,Dark,,""
10.2076,4.1609,5.7963,0.0000,0.0000,0.9551,-0.2920,-0.0492,0.9519,-0.2677,0.1490,0.9529,-0.2995,0.0480,0.3025,-0.0487,-0.2721,Dark,,""
10.4103,4.1600,5.7380,0.0000,0.0000,0.9640,-0.2636,-0.0350,0.9548,-0.2482,0.1635,0.9593,-0.2755,0.0610,0.2795,-0.0262,-0.2409,Dark,,""
10.6184,3.8757,5.3884,0.0000,0.0000,0.9775,-0.2067,-0.0431,0.9715,-0.1987,0.1295,0.9748,-0.2195,0.0396,0.2525,-0.0077,-0.2154,Dark,,""
10.8212,3.8579,5.4114,0.0000,0.0000,0.9715,-0.2011,-0.1255,0.9801,-0.1969,0.0248,0.9754,-0.2136,-0.0541,0.2226,-0.0001,-0.1948,Dark,,""
11.0248,3.9101,5.5294,0.0000,0.0000,0.9462,-0.2205,-0.2369,0.9672,-0.2213,-0.1247,0.9551,-0.2320,-0.1842,0.1983,0.0109,-0.1849,Dark,,""
11.2305,3.9721,5.6980,0.0000,0.0000,0.9495,-0.2202,-0.2235,0.9564,-0.2208,-0.1910,0.9522,-0.2237,-0.2080,0.1913,0.0203,-0.1845,Dark,,""
11.4323,3.9694,5.6013,0.0000,0.0000,0.9449,-0.2300,-0.2328,0.9515,-0.2304,-0.2040,0.9475,-0.2330,-0.2190,0.1944,0.0176,-0.1892,Dark,,""
11.6339,4.0455,5.9212,0.0000,0.0000,0.9333,-0.2355,-0.2713,0.9409,-0.2357,-0.2431,0.9363,-0.2384,-0.2578,0.1972,0.0134,-0.1985,Dark,,""
11.8369,4.1424,6.0468,0.0000,0.0000,0.9173,-0.2625,-0.2993,0.9257,-0.2635,-0.2713,0.9207,-0.2658,-0.2859,0.1996,0.0046,-0.2077,Dark,,""
12.0431,4.3980,6.2583,0.0000,0.0000,0.9035,-0.3741,-0.2091,0.9158,-0.3754,-0.1430,0.9075,-0.3808,-0.1774,0.2021,0.0010,-0.2158,Dark,,""
12.2452,4.3724,6.2050,0.0000,0.0000,0.8839,-0.4060,-0.2322,0.9099,-0.4094,-0.0663,0.8928,-0.4235,-0.1537,0.2041,-0.0057,-0.2126,Dark,,""
12.4468,4.2538,6.1104,0.0000,0.0000,0.8853,-0.3530,-0.3029,0.9241,-0.3606,-0.1265,0.9007,-0.3742,-0.2207,0.2072,-0.0072,-0.2079,Dark,,""
12.6566,4.2462,6.1769,0.0000,0.0000,0.8906,-0.3384,-0.3037,0.9274,-0.3464,-0.1411,0.9053,-0.3584,-0.2280,0.2089,-0.0082,-0.2066,Dark,,""
12.8668,4.2207,6.1193,0.0000,0.0000,0.8957,-0.3290,-0.2992,0.9305,-0.3364,-0.1447,0.9096,-0.3479,-0.2273,0.2089,-0.0078,-0.2068,Dark,,""
13.0741,4.2779,6.1976,0.0000,0.0000,0.8986,-0.3216,-0.2985,0.9330,-0.3284,-0.1476,0.9124,-0.3399,-0.2281,0.2077,-0.0067,-0.2072,Dark,,""
13.2790,4.2576,6.1794,0.0000,0.0000,0.9362,-0.3271,-0.1286,0.9431,-0.3238,0.0755,0.9379,-0.3454,-0.0315,0.2082,-0.0061,-0.2050,Dark,,""
13.4802,4.2046,6.0933,0.0000,0.0000,0.9434,-0.3174,-0.0963,0.9382,-0.3112,0.1515,0.9405,-0.3390,0.0218,0.2087,-0.0060,-0.1981,Dark,,""
13.6837,4.0083,5.6843,0.0000,0.0000,0.9506,-0.3022,-0.0703,0.9431,-0.2983,0.1468,0.9463,-0.3216,0.0329,0.2066,-0.0051,-0.1903,Dark,,""
13.8145,3.9859,5.5884,0.0000,0.0000,0.9522,-0.2985,-0.0646,0.9439,-0.2972,0.1441,0.9474,-0.3183,0.0343,0.2001,-0.0044,-0.1769,Dark,,""
13.8290,3.9671,5.5770,0.0000,0.0000,0.9524,-0.2983,-0.0632,0.9437,-0.2973,0.1450,0.9474,-0.3182,0.0355,0.1991,-0.0043,-0.1753,Dark,,""
13.8379,3.9612,5.5747,0.0000,0.0000,0.9527,-0.2976,-0.0618,0.9437,-0.2968,0.1461,0.9476,-0.3175,0.0367,0.1982,-0.0042,-0.1736,Dark,,""
13.8474,3.9582,5.5747,0.0000,0.0000,0.9530,-0.2969,-0.0604,0.9437,-0.2962,0.1473,0.9477,-0.3169,0.0380,0.1972,-0.0041,-0.1718,Dark,,""
13.8592,3.9582,5.5747,0.0000,0.0000,0.9532,-0.2965,-0.0586,0.9436,-0.2959,0.1486,0.9478,-0.3165,0.0395,0.1960,-0.0039,-0.1699,Dark,,""
13.8699,3.9582,5.5747,0.0000,0.0000,0.9533,-0.2964,-0.0573,0.9434,-0.2959,0.1498,0.9478,-0.3163,0.0408,0.1948,-0.0039,-0.1681,Dark,,""
13.8810,3.9582,5.5747,0.0000,0.0000,0.9533,-0.2969,-0.0557,0.9430,-0.2965,0.1511,0.9475,-0.3169,0.0422,0.1934,-0.0038,-0.1662,Dark,,""
13.8930,3.9582,5.5747,0.0000,0.0000,0.9532,-0.2974,-0.0543,0.9426,-0.2972,0.1523,0.9473,-0.3175,0.0435,0.1920,-0.0038,-0.1642,Dark,,""
13.9030,3.9582,5.5747,0.0000,0.0000,0.9531,-0.2981,-0.0530,0.9421,-0.2981,0.1534,0.9470,-0.3183,0.0447,0.1905,-0.0038,-0.1624,Dark,,""
13.9142,3.9582,5.5747,0.0000,0.0000,0.9530,-0.2987,-0.0517,0.9417,-0.2988,0.1546,0.9467,-0.3189,0.0460,0.1890,-0.0036,-0.1605,Dark,,""
13.9270,3.9582,5.5747,0.0000,0.0000,0.9530,-0.2989,-0.0503,0.9414,-0.2992,0.1559,0.9465,-0.3192,0.0472,0.1874,-0.0035,-0.1584,Dark,,""
13.9360,3.9582,5.5747,0.0000,0.0000,0.9531,-0.2987,-0.0490,0.9412,-0.2992,0.1571,0.9465,-0.3190,0.0485,0.1858,-0.0033,-0.1565,Dark,,""
13.9477,3.9582,5.5747,0.0000,0.0000,0.9533,-0.2983,-0.0475,0.9410,-0.2990,0.1585,0.9465,-0.3188,0.0500,0.1840,-0.0030,-0.1545,Dark,,""
13.9587,3.9582,5.5747,0.0000,0.0000,0.9534,-0.2981,-0.0460,0.9408,-0.2989,0.1599,0.9465,-0.3186,0.0514,0.1823,-0.0027,-0.1525,Dark,,""
13.9698,3.9582,5.5747,0.0000,0.0000,0.9535,-0.2981,-0.0446,0.9405,-0.2990,0.1613,0.9464,-0.3186,0.0527,0.1806,-0.0024,-0.1505,Dark,,""
13.9805,3.9582,5.5747,0.0000,0.0000,0.9534,-0.2984,-0.0438,0.9403,-0.2992,0.1622,0.9463,-0.3189,0.0536,0.1792,-0.0021,-0.1490,Dark,,""
13.9918,3.9582,5.5747,0.0000,0.0000,0.9533,-0.2991,-0.0427,0.9399,-0.3000,0.1632,0.9460,-0.3196,0.0547,0.1773,-0.0020,-0.1472,Dark,,""
14.0027,3.9582,5.5747,0.0000,0.0000,0.9531,-0.2999,-0.0416,0.9394,-0.3008,0.1643,0.9456,-0.3204,0.0557,0.1755,-0.0019,-0.1454,Dark,,""
14.0203,3.9582,5.5747,0.0000,0.0000,0.9528,-0.3010,-0.0396,0.9387,-0.3020,0.1662,0.9451,-0.3215,0.0577,0.1724,-0.0017,-0.1424,Dark,,""
14.0249,3.9582,5.5747,0.0000,0.0000,0.9528,-0.3012,-0.0391,0.9385,-0.3023,0.1667,0.9450,-0.3218,0.0582,0.1719,-0.0017,-0.1420,Dark,,""
14.0364,3.9582,5.5747,0.0000,0.0000,0.9527,-0.3015,-0.0376,0.9382,-0.3026,0.1682,0.9448,-0.3221,0.0597,0.1701,-0.0016,-0.1403,Dark,,""
14.0475,3.9582,5.5747,0.0000,0.0000,0.9528,-0.3014,-0.0361,0.9379,-0.3025,0.1697,0.9447,-0.3220,0.0612,0.1683,-0.0014,-0.1388,Dark,,""
14.0586,3.9582,5.5747,0.0000,0.0000,0.9531,-0.3006,-0.0345,0.9379,-0.3017,0.1712,0.9449,-0.3212,0.0627,0.1666,-0.0013,-0.1373,Dark,,""
14.0702,3.9582,5.5747,0.0000,0.0000,0.9535,-0.2995,-0.0332,0.9380,-0.3006,0.1725,0.9452,-0.3201,0.0640,0.1649,-0.0012,-0.1358,Dark,,""
14.0807,3.9582,5.5747,0.0000,0.0000,0.9539,-0.2984,-0.0319,0.9381,-0.2995,0.1738,0.9455,-0.3190,0.0653,0.1634,-0.0011,-0.1345,Dark,,""
14.0921,3.9582,5.5747,0.0000,0.0000,0.9543,-0.2974,-0.0308,0.9383,-0.2983,0.1749,0.9458,-0.3179,0.0664,0.1619,-0.0010,-0.1332,Dark,,""
14.1030,3.9582,5.5747,0.0000,0.0000,0.9545,-0.2968,-0.0299,0.9383,-0.2977,0.1758,0.9459,-0.3173,0.0674,0.1604,-0.0011,-0.1320,Dark,,""
14.1145,3.9582,5.5747,0.0000,0.0000,0.9544,-0.2970,-0.0289,0.9381,-0.2978,0.1768,0.9458,-0.3175,0.0684,0.1589,-0.0013,-0.1309,Dark,,""
14.1281,3.9582,5.5747,0.0000,0.0000,0.9542,-0.2979,-0.0278,0.9376,-0.2987,0.1778,0.9454,-0.3184,0.0694,0.1573,-0.0017,-0.1300,Dark,,""
14.1365,3.9582,5.5747,0.0000,0.0000,0.9540,-0.2987,-0.0267,0.9372,-0.2994,0.1790,0.9451,-0.3192,0.0706,0.1558,-0.0019,-0.1290,Dark,,""
14.1476,3.9582,5.5747,0.0000,0.0000,0.9538,-0.2994,-0.0254,0.9368,-0.2999,0.1802,0.9448,-0.3198,0.0718,0.1543,-0.0021,-0.1280,Dark,,""
14.1589,3.9582,5.5747,0.0000,0.0000,0.9537,-0.2999,-0.0237,0.9364,-0.3002,0.1819,0.9445,-0.3201,0.0735,0.1528,-0.0023,-0.1272,Dark,,""
14.1700,3.9582,5.5747,0.0000,0.0000,0.9537,-0.3001,-0.0220,0.9360,-0.3002,0.1836,0.9443,-0.3203,0.0753,0.1514,-0.0024,-0.1264,Dark,,""
14.1821,3.9582,5.5747,0.0000,0.0000,0.9537,-0.3003,-0.0199,0.9357,-0.3002,0.1856,0.9441,-0.3203,0.0773,0.1501,-0.0025,-0.1257,Dark,,""
14.1929,3.9582,5.5747,0.0000,0.0000,0.9537,-0.3004,-0.0176,0.9352,-0.3001,0.1879,0.9439,-0.3204,0.0797,0.1488,-0.0026,-0.1249,Dark,,""
14.2039,3.9582,5.5747,0.0000,0.0000,0.9538,-0.3001,-0.0148,0.9348,-0.2996,0.1907,0.9438,-0.3200,0.0825,0.1475,-0.0026,-0.1242,Dark,,""
14.2148,3.9582,5.5747,0.0000,0.0000,0.9540,-0.2994,-0.0120,0.9345,-0.2987,0.1934,0.9438,-0.3192,0.0853,0.1462,-0.0026,-0.1235,Dark,,""
14.2258,3.9582,5.5747,0.0000,0.0000,0.9545,-0.2982,-0.0087,0.9343,-0.2973,0.1966,0.9440,-0.3179,0.0885,0.1450,-0.0025,-0.1230,Dark,,""
14.2367,3.9582,5.5747,0.0000,0.0000,0.9549,-0.2968,-0.0053,0.9341,-0.2957,0.1999,0.9442,-0.3164,0.0919,0.1439,-0.0024,-0.1224,Dark,,""
14.2481,3.9582,5.5747,0.0000,0.0000,0.9554,-0.2952,-0.0020,0.9340,-0.2939,0.2032,0.9444,-0.3147,0.0952,0.1429,-0.0021,-0.1220,Dark,,""
14.2590,3.9582,5.5747,0.0000,0.0000,0.9558,-0.2940,0.0012,0.9337,-0.2925,0.2064,0.9445,-0.3134,0.0984,0.1419,-0.0020,-0.1215,Dark,,""
14.2702,3.9582,5.5747,0.0000,0.0000,0.9562,-0.2928,0.0047,0.9334,-0.2912,0.2097,0.9446,-0.3122,0.1019,0.1411,-0.0018,-0.1211,Dark,,""
14.2824,3.9582,5.5747,0.0000,0.0000,0.9563,-0.2921,0.0084,0.9328,-0.2903,0.2134,0.9444,-0.3114,0.1056,0.1403,-0.0015,-0.1209,Dark,,""
14.2925,3.9582,5.5747,0.0000,0.0000,0.9565,-0.2916,0.0121,0.9322,-0.2896,0.2170,0.9442,-0.3107,0.1092,0.1396,-0.0013,-0.1206,Dark,,""
14.3036,3.9582,5.5747,0.0000,0.0000,0.9566,-0.2910,0.0161,0.9315,-0.2891,0.2209,0.9439,-0.3102,0.1132,0.1389,-0.0011,-0.1203,Dark,,""
14.3147,3.9582,5.5747,0.0000,0.0000,0.9567,-0.2903,0.0203,0.9307,-0.2884,0.2250,0.9436,-0.3095,0.1174,0.1384,-0.0009,-0.1202,Dark,,""
14.3259,3.9582,5.5747,0.0000,0.0000,0.9570,-0.2892,0.0244,0.9300,-0.2875,0.2290,0.9434,-0.3085,0.1214,0.1380,-0.0007,-0.1201,Dark,,""
14.3372,3.9582,5.5747,0.0000,0.0000,0.9571,-0.2884,0.0284,0.9293,-0.2867,0.2328,0.9432,-0.3077,0.1253,0.1377,-0.0006,-0.1200,Dark,,""
14.3481,3.9582,5.5747,0.0000,0.0000,0.9571,-0.2880,0.0326,0.9283,-0.2865,0.2369,0.9427,-0.3074,0.1294,0.1373,-0.0005,-0.1201,Dark,,""
14.3596,3.9582,5.5747,0.0000,0.0000,0.9569,-0.2881,0.0369,0.9271,-0.2868,0.2411,0.9421,-0.3076,0.1337,0.1370,-0.0006,-0.1202,Dark,,""
14.3704,3.9582,5.5747,0.0000,0.0000,0.9565,-0.2887,0.0414,0.9258,-0.2875,0.2454,0.9412,-0.3083,0.1380,0.1367,-0.0007,-0.1203,Dark,,""
14.3817,3.9582,5.5747,0.0000,0.0000,0.9559,-0.2900,0.0463,0.9241,-0.2891,0.2501,0.9401,-0.3097,0.1428,0.1363,-0.0008,-0.1205,Dark,,""
14.3926,3.9582,5.5747,0.0000,0.0000,0.9551,-0.2919,0.0509,0.9222,-0.2910,0.2546,0.9387,-0.3116,0.1473,0.1360,-0.0010,-0.1207,Dark,,""
14.4037,3.9582,5.5747,0.0000,0.0000,0.9542,-0.2940,0.0557,0.9203,-0.2931,0.2592,0.9373,-0.3137,0.1520,0.1356,-0.0012,-0.1210,Dark,,""
14.4150,3.9582,5.5747,0.0000,0.0000,0.9529,-0.2972,0.0603,0.9180,-0.2963,0.2636,0.9355,-0.3169,0.1565,0.1351,-0.0016,-0.1213,Dark,,""
14.4260,3.9582,5.5747,0.0000,0.0000,0.9518,-0.2999,0.0649,0.9158,-0.2990,0.2681,0.9338,-0.3196,0.1611,0.1346,-0.0020,-0.1217,Dark,,""
14.4373,3.9582,5.5747,0.0000,0.0000,0.9508,-0.3017,0.0702,0.9137,-0.3008,0.2732,0.9322,-0.3214,0.1663,0.1341,-0.0023,-0.1220,Dark,,""
14.4483,3.9582,5.5747,0.0000,0.0000,0.9504,-0.3018,0.0756,0.9121,-0.3010,0.2784,0.9312,-0.3215,0.1716,0.1337,-0.0024,-0.1222,Dark,,""
14.4595,3.9582,5.5747,0.0000,0.0000,0.9503,-0.3004,0.0817,0.9108,-0.2995,0.2842,0.9306,-0.3201,0.1775,0.1333,-0.0024,-0.1223,Dark,,""
14.4709,3.9582,5.5747,0.0000,0.0000,0.9504,-0.2981,0.0883,0.9095,-0.2973,0.2905,0.9301,-0.3179,0.1839,0.1330,-0.0023,-0.1225,Dark,,""
14.4818,3.9582,5.5747,0.0000,0.0000,0.9511,-0.2967,0.0857,0.9108,-0.2959,0.2880,0.9311,-0.3164,0.1814,0.1333,-0.0020,-0.1223,Dark,,""
14.4928,3.9582,5.5747,0.0000,0.0000,0.9509,-0.2953,0.0925,0.9091,-0.2947,0.2945,0.9302,-0.3151,0.1880,0.1329,-0.0020,-0.1223,Dark,,""
14.5039,3.9582,5.5747,0.0000,0.0000,0.9506,-0.2941,0.0996,0.9072,-0.2936,0.3014,0.9292,-0.3140,0.1951,0.1324,-0.0020,-0.1224,Dark,,""
14.5152,3.9582,5.5747,0.0000,0.0000,0.9501,-0.2932,0.1067,0.9052,-0.2927,0.3081,0.9280,-0.3131,0.2019,0.1320,-0.0020,-0.1224,Dark,,""
14.5263,3.9582,5.5747,0.0000,0.0000,0.9495,-0.2924,0.1139,0.9031,-0.2920,0.3149,0.9267,-0.3123,0.2089,0.1315,-0.0020,-0.1224,Dark,,""
14.5374,3.9582,5.5747,0.0000,0.0000,0.9489,-0.2914,0.1208,0.9010,-0.2911,0.3215,0.9255,-0.3114,0.2157,0.1311,-0.0020,-0.1225,Dark,,""
14.5485,3.9582,5.5747,0.0000,0.0000,0.9483,-0.2904,0.1277,0.8990,-0.2901,0.3280,0.9242,-0.3104,0.2224,0.1306,-0.0019,-0.1225,Dark,,""
14.5597,3.9582,5.5747,0.0000,0.0000,0.9477,-0.2893,0.1345,0.8970,-0.2889,0.3345,0.9230,-0.3092,0.2291,0.1301,-0.0020,-0.1226,Dark,,""
14.5710,3.9582,5.5747,0.0000,0.0000,0.9469,-0.2888,0.1413,0.8948,-0.2884,0.3410,0.9215,-0.3087,0.2357,0.1296,-0.0021,-0.1226,Dark,,""
